"","Domain","Phylum","Class","Order","Family","Genus","Species","DADA2_ID"
"ASV_1928","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured","","d326f0ab9f035d2199d422b302b7c06a"
"ASV_1929","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",NA,NA,"c8832dab49973fc6b0e64502799e465b"
"ASV_1930","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","","60ff8fcca6bda129dcf03c7a1113c501"
"ASV_1931","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","","0f3f91e5daef4153715ac50f2625702f"
"ASV_1932","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","","c6489592184fef7660fc1422c8112fe1"
"ASV_1933","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","","4141285c482c76c7eb8344370cc00e34"
"ASV_1934","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"2ab279e484347f219a9a693a48e4ae3e"
"ASV_1935","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","","13012058ccc0b3222499ee0477270742"
"ASV_1936","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas","","e7054d57e59453544ef9a8fab59d6a10"
"ASV_1937","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","","f55c8ea3f4d7127e338a2097e2dd56f3"
"ASV_1938","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","","14b1e73d23a65fe289b713489587ea7d"
"ASV_1939","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","","d45d914760883a54b2aa6c3159d5d8c5"
"ASV_1940","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus","","1ac0120fc5acd277cf38c4747697f3c4"
"ASV_1941","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","","ce4c662422309af33c1e053d93132796"
"ASV_1942","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","","b5c477c8974d6a2a0d66afb1ac932db0"
"ASV_1943","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA,"96c475d4379ec155fc721525ffe0f252"
"ASV_1944","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","","d80d0a77cf28720e9dcc82a1d0c7bd80"
"ASV_1945","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","","b2614b5302d295f64e2f24832f556506"
"ASV_1946","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","","619aaddca1bc37375a7dc661cf75f626"
"ASV_1947","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","","6dd88de7d178a8b9ee70af73180b5505"
"ASV_1948","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","","b9c5d72a6e37629dbc04c64715e1512d"
"ASV_1949","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","","6159a4a5e6254ba00ab3a551d9d685e3"
"ASV_1950","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaeraceae","","cc17dc81c99c9710e8bf9aa78438f3a5"
"ASV_1951","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","LWQ8","","c09382466de4c7a2b4cf37126c0fba26"
"ASV_1952","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","","405c9a61d852a6c2dc0e28f8d284eb34"
"ASV_1953","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Azohydromonas","","9ad4b86d94e6426b93a3f513bc3b7dc6"
"ASV_1954","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter","","efba773afe8c475870f65f3a01d69730"
"ASV_1955","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","","9a80d56f9c49709e4d6682bf0aced2e5"
"ASV_1956","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonadaceae","","622da15e5f92253a2764ebd980b2d0c9"
"ASV_1957","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20","","e842bc41a0dd1602707a016c867fa127"
"ASV_1958","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","","3d9c80f65beb4988ea1e8f9b5dddee33"
"ASV_1959","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","","8d458678472b43cc8c861fbf429abd71"
"ASV_1960","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Ovatusbacter","","9486628f82410da00e2d780faf5d377a"
"ASV_1961","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","uncultured","","c7c01cdbc85987a1db11082b65bd5c0a"
"ASV_1962","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","","059bbef537c17e673b13d8b34cb108d2"
"ASV_1963","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","","9a91c15167fd907739f52e9250a4815a"
"ASV_1964","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family","","92b591804bdc54c5bb5877350bd5d7fe"
"ASV_1965","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","uncultured","","d3107abbd85dd4c8d461c77ad9c8e6f1"
"ASV_1966","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","","85b7559f3688bfef6ae9a695e2e569a1"
"ASV_1967","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","","099a57da1de9f6ab0277516d7b2ba285"
"ASV_1968","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum","","3e8c9b3f63928857dfd483278a7521e0"
"ASV_1969","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7","","49f7bfc34f17806b298862d1c8de58bc"
"ASV_1970","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","","32b23689238aaa2f36be82933bcd7ce7"
"ASV_1971","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter","","93952f4e49543ffaee6504be1e85a350"
"ASV_1972","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","uncultured","","993b1e678a98a3ff8aae2eb08d350074"
"ASV_1973","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Rokubacteriales","Rokubacteriales","","2954214f21c25d7231d9cf6e89c3173c"
"ASV_1974","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","IMCC26256","IMCC26256","","2ef430c8f521bc48d2006e1e97c787ad"
"ASV_1975","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","","e9ca354a195a32b0b72ce0fd3e43c0b1"
"ASV_1976","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","","c69e6f91b42b7f463f6b32ad6bfa87a0"
"ASV_1977","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","","fbe452bfa3cd770ce83d1880c4f5cd57"
"ASV_1978","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","OLB12","","ee1d0642f14d8ec1c17abc4e4398c2e7"
"ASV_1979","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella","","56cc525b0e69ae55094bad884c3033f5"
"ASV_1980","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","","ec4e75256b04619d52458256dbb934b5"
"ASV_1981","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","","a87a2c820154277cf610ea3fe8a60623"
"ASV_1982","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","","bfc2abce2c4f9d358133f634f50932e4"
"ASV_1983","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","","b06a668b1af783d402e465d5747b505b"
"ASV_1984","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","","e39c5332669616c18fb133b46cb771d0"
"ASV_1985","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_2","Subgroup_2","Subgroup_2","","a4bed0e92183c6c19f2ef9657a50c4cb"
"ASV_1986","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","","e64b01e4cfd99a74546f7a7451ac08bf"
"ASV_1987","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","","c1e3cb4a8acd6a9c61e6074d27971460"
"ASV_1988","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","","63069a5cca4f5ce4e0d25536867087f5"
"ASV_1989","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","","fbb5fdf8cbaec99b44f16d056f604e83"
"ASV_1990","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Schlesneriaceae","Schlesneria","","09378c3ea84d6f4c3248ec373c835d35"
"ASV_1991","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","","9d8a3833fdc97ffafeb194a9a7ba9d64"
"ASV_1992","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","","cd675073c2f19f67c6d99b8f21e6c631"
"ASV_1993","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","","ed91237cd38b898d96f8c6a03669445c"
"ASV_1994","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","","182455504606c862381f640ff95d98ea"
"ASV_1995","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","","83b27448c1c57be936a7589f613bca97"
"ASV_1996","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA,"dda6b7d9d2e81e6bc5d37915fe013fed"
"ASV_1997","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","","8b3289cf12d036c8515c3185c741d2d4"
"ASV_1998","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","","c1a56e6a9d52ec4161c96724879a2267"
"ASV_1999","Bacteria","Planctomycetota","vadinHA49","vadinHA49","vadinHA49","vadinHA49","","45bb2e7035a8bdb9dec89dfb3e283677"
"ASV_2000","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"4802d28d630025599eae29219de2cd29"
"ASV_2001","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","","08b515f70436e03b9dc36615d2e04c2c"
"ASV_2002","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","","f4013a2b13112bef9f744241ae005a9a"
"ASV_2003","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","","cf5737895f97425f1445f41422a25d79"
"ASV_2004","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","","15117b16abbe16516dd52409133f6ae6"
"ASV_2005","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SH3-11","","05b9e1c38dfdb7abe57d14f5da38046e"
"ASV_2006","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","","d5e470fc034190a7d1291a2eab52fbb8"
"ASV_2007","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","","6cba4415449f71522b1b73fa34e76c96"
"ASV_2008","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","","fa9672cc398c92e88245b5413dc426d8"
"ASV_2009","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","","aeeedd980db0727cc7c4ca02dcb3762b"
"ASV_2010","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","","a37b8518c2b137d3826680be3c820b36"
"ASV_2011","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured","","c236e89c21b38c90bcd961ea4bad9a0e"
"ASV_2012","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","","72d78ad803e3cfc73fca6825e5fcddc1"
"ASV_2013","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella","","53ec554fd06a19927c5895921dc97b26"
"ASV_2014","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Azohydromonas","","37fdb493e9adab8eed9a586ecbd36179"
"ASV_2015","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","","9d9ef245588627f0f459da93b9de8470"
"ASV_2016","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA,NA,"7eedf1de401376ada8fe84ab5a57b9de"
"ASV_2017","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,"6eaa234ac70e67717b4d2604d3dd907c"
"ASV_2018","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14","","29dacd3a7b64da671db39ddfc01b5993"
"ASV_2019","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella","","87058667ddff6a3bbeb6e62afd92ad58"
"ASV_2020","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","","04af16f8582f142b2adc5e16d9b46791"
"ASV_2021","Bacteria","Planctomycetota","vadinHA49","vadinHA49","vadinHA49","vadinHA49","","56509a189e233996762b260d8a05d1c8"
"ASV_2022","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloligellaceae","","74851aafc16e5f2df263844d588af6c5"
"ASV_2023","Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","","25afaab27758d4d02a596af4e19641e2"
"ASV_2024","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","","56b18591f61354a0838d4790f54c7e0e"
"ASV_2025","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI_0001001-H03","","c5688c15762beb2e436e0842be104c56"
"ASV_2026","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group","","4afb0205ff98ad9c1555cdf5053f3551"
"ASV_2027","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","","7aef0a930a91432fe599bb50f3113607"
"ASV_2028","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillum","","ff4baca79503974670d493966c2186d8"
"ASV_2029","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured","","d1c16b5c07d3c123d381702ea8a1b95c"
"ASV_2030","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","","c96731a09778908adf2733074db85ace"
"ASV_2031","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus_Paracaedibacter","","041edb8f3db47839f2507894627e2b93"
"ASV_2032","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","","df7eebafdeb34113e9921fc21877c890"
"ASV_2033","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","","b702de112378c565bba346f4fe1a9ecb"
"ASV_2034","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","","a2ad5fb23302289650c6a4e0c67e5001"
"ASV_2035","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA,NA,"dc4412e028e7c0b60e9848917a3e215b"
"ASV_2036","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","Silvanigrella","","2b95d83f4f62a3edb4991c0d7ef75689"
"ASV_2037","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","","cbdb8a69807cb1ce6ec9fbd21a7de589"
"ASV_2038","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae",NA,NA,"5cebfbcdbbca9ad599a9abd82536d66b"
"ASV_2039","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a","","26bdf935b5865418e093c14bb689fabc"
"ASV_2040","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella","","1d7aab7053a98ff71fb6e36e7346d2cf"
"ASV_2041","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter","","8fdc0e4e087a7e5f1c62cc899fad7ee6"
"ASV_2042","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","","c55b8aeaafb85b7a8e239b24f2aedbc8"
"ASV_2043","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","uncultured","","13655a98a93bb3d85ed5c1b1607e9898"
"ASV_2044","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","","ffc17fbf7327dcadf3add1742fbcebbf"
"ASV_2045","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia","","7e537c12b9af4d0e06d9c229f25d2176"
"ASV_2046","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","","e9c628ecee156be5446a67c8621101bc"
"ASV_2047","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","","08cd8c3126973cc48fe21fc4029f1d5d"
"ASV_2048","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parablastomonas","","5b427710d3da1973c18196d45b05d897"
"ASV_2049","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillum","","ec95079b9fb4b761a003457840a44f01"
"ASV_2050","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella","","685059bc2d84c2558f533711063799dd"
"ASV_2051","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20","","ecb43e6ddc7aee862fb733555f1d6592"
"ASV_2052","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14","","03d0d9d63a8864b908ce0161996d8c42"
"ASV_2053","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter","","38007e0e39e0504fee69066c6542ac05"
"ASV_2054","Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","","c0656431a0ac4a3593433370a9d6e17b"
"ASV_2055","Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7","","e58df1dd75d5a1d33440bad37bf4ae13"
"ASV_2056","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","","2b45521fb7effd0b1237d33ecc85dc42"
"ASV_2057","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","","377bd2a7c055154637c8e4327b71b3bc"
"ASV_2058","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae","","cff668fb5c47ad5c7d84d3a48852f9a9"
"ASV_2059","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum","","c724c7737ce309044a01b66a8d9426b4"
"ASV_2060","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","","b9d44716c7509262eeb24679d04b55e6"
"ASV_2061","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","","aa6010e2fa01390650852cb646a88f67"
"ASV_2062","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","","426679b7e35f6d7e08e64b27854bc5d8"
"ASV_2063","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","","14f6edcb30a40883012e45fa4a788605"
"ASV_2064","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella","","b6cd08998350f48055089741d0606c09"
"ASV_2065","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","","7c359819f11842c7878af05b94ea532e"
"ASV_2066","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA,"d9b90d3d29b9a1c40698480a54fbacac"
"ASV_2067","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","","87f0b37a85f787c96f45695e782f92a4"
"ASV_2068","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","","a44345eddd54dfd43c3143607d412867"
"ASV_2069","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","","d3a9646bfe753c7e79958cd840768abb"
"ASV_2070","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured","","7b74b5f2921bc1b92925a578ac0ebf36"
"ASV_2071","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","","7248038eb5570766ddeb8c4077130faf"
"ASV_2072","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","","c315beafb269352027d79e2b393a762e"
"ASV_2073","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia","","f5cc91e30a3c05a2eb6a2528988286d8"
"ASV_2074","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","","405dc05f06869b7ef0a04b4fa64417ff"
"ASV_2075","Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis","","d398427272cab9be0ff9ab28f6dec264"
"ASV_2076","Bacteria","Firmicutes","Symbiobacteriia","Symbiobacteriales","Symbiobacteraceae","Symbiobacterium","","c91cd46460e8a4ecdbdf221c3de8ba1c"
"ASV_2077","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","","633ee3438d4681f3f31ac2988510f896"
"ASV_2078","Bacteria","Actinobacteriota","Actinobacteria","Catenulisporales","Actinospicaceae","Actinospica","","c37cf552960f40001354a33242b1b458"
"ASV_2079","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","","79a588c21c23249d5288f1c5f0d64a81"
"ASV_2080","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","","9134224d2a92eeb65dcd21a83a2578a6"
"ASV_2081","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a","","e923e0beeb43e97335403eb1437da93c"
"ASV_2082","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella","","aa2bdd6ecf10a76b8e31c3f18da5f15e"
"ASV_2083","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","","78cbf01d8ba2d53bab1c0c3a9bcc39e3"
"ASV_2084","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","uncultured","","7c7a25fd2609b68a4f4c67bc4418167a"
"ASV_2085","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02","","0725958cde0f19d30fc83f5a707e1c15"
"ASV_2086","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"0a6a11abef205f179299c7ea109112cd"
"ASV_2087","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","","bc135365672203810e3dede1d5fd6687"
"ASV_2088","Bacteria","Chloroflexi","Ktedonobacteria","C0119","C0119","C0119","","344fc410bb750ac8afe12f4f04291a23"
"ASV_2089","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","","9fe662a8e7f00bfa557cd3fbe80ab42f"
"ASV_2090","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84","","eae1466b83864864b80d6b7794f85ad0"
"ASV_2091","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","","94b6fdd07eae3444491146bdedf3fae5"
"ASV_2092","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","","6f2bdb8d47ad82bf24f7dba49d790038"
"ASV_2093","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","","620653bbbba3f09dcc044213b37d8cdc"
"ASV_2094","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","","a4e1cedede40ce96d2dcb4cd17443335"
"ASV_2095","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae",NA,NA,"53fe0a436ce3559de3c6a16818de1ad2"
"ASV_2096","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","","d15e2b250f3f14ebf642bd78b4ab2b36"
"ASV_2097","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter","","5a8a55c4247a09fcf48b4e04221b5f1f"
"ASV_2098","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14","","962f50e90fd3f97e1ce4451173a27bea"
"ASV_2099","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","","67303edeb0cdbb852a9025032f8cb6d1"
